mssv,namsinh,gioitinh,namnhaphoc,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,diachi_tinhtp,xeploai_diemtt,avxl,diem_tt,diemchuan_dgnl,dtbhk1,dtbhk2,dtbhk3,dtbhk4,dtbhk5,dtbhk6,dtbhk7,dtbhk8,dtbhk9,dtbhk10,dtbhk11,dtbhk12,xeploai_hk1,xeploai_hk2,xeploai_hk3,xeploai_hk4,xeploai_hk5,xeploai_hk6,xeploai_hk7,xeploai_hk8,xeploai_hk9,xeploai_hk10,xeploai_hk11,xeploai_hk12
94D74F41XPvAibaEXe86sbeN0/YCTcr3p20VvmtV,1998.0,1.0,2016.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 3, Thành phố Hà nội,3,ENG01,22.25,,6.64,6.8,6.76,7.1,7.14,7.2,7.79,5.79,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Khá,Khá,Khá,Trung bình,,,,
7DBFEDECXPvAibaEXe86sbeN0/YCTZqShrWtk4hd,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG01,20.75,,5.05,4.39,3.99,4.24,5.57,3.21,5.32,2.15,,,,,Trung bình,Yếu,Kém,Yếu,Trung bình,Kém,Trung bình,Kém,,,,
71279AEDXPvAibaEXe86sbeN0/YCTci+47cxm1GJ,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Bình,2,ENGBT,23.25,,8.35,7.51,8.44,7.49,8.28,8.9,8.18,8.2,,,,,Giỏi,Khá,Giỏi,Khá,Giỏi,Giỏi,Giỏi,Giỏi,,,,
86CD5F66XPvAibaEXe9WgQQLl7rkkx9vDHxmdt93,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,3,Chuyên,Khu vực 2, Tỉnh Bà Rịa - Vũng Tàu,3,ENG02,21.25,,7.35,6.35,8.5,7.56,7.91,7.93,8.23,7.36,,,,,Khá,Trung bình khá,Giỏi,Khá,Khá,Khá,Giỏi,Khá,,,,
D7470D73XPvAibaEXe9WgQQLl7rkk8KBZBiMtu15,1998.0,1.0,2016.0,0.0,11.0,KHMT2016,CQUI,0,THPT,Khu vực 2 NT, Xã Tân Hưng,2,ENG01,23.25,,5.56,0.34,0.15,0.27,,,,,,,,,Trung bình,Kém,Kém,Kém,,,,,,,,
178F60F5XPvAibaEXe9WgQQLl7rkk9xNzvD5m8xA,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Quảng Bình,3,ENGBT,21.5,,7.17,6.77,7.02,7.81,6.27,7.24,7.24,7.98,,,,,Khá,Trung bình khá,Khá,Khá,Trung bình khá,Khá,Khá,Khá,,,,
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,3,ENG01,22.0,,6.8,2.27,6.91,6.4,6.14,6.84,6.69,6.28,6.6,7.73,,,Trung bình khá,Kém,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,,
29418E5AXPvAibaEXe9WgQQLl7rkk4fctYOOBzzg,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Gia Lai,2,ENG01,23.0,,7.09,6.31,7.87,8.04,7.77,7.1,7.73,7.2,,,,,Khá,Trung bình khá,Khá,Giỏi,Khá,Khá,Khá,Khá,,,,
99DFF379XPvAibaEXe9WgQQLl7rkk3xiov9KwR/h,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CQUI,1,THPT,Khu vực 2, Thành phố Tam Kỳ,1,ENG01,,,7.36,6.56,8.76,8.24,7.21,7.95,7.92,8.71,,,,,Khá,Trung bình khá,Giỏi,Giỏi,Khá,Khá,Khá,Giỏi,,,,
A15DA8F6XPvAibaEXe9WgQQLl7rkk+hRH2dNOhqK,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CTTT,0,THPT,Khu vực 2, Tỉnh Tiền Giang,4,ENG01,20.25,,7.23,6.21,6.81,7.56,7.02,7.46,8.83,8.8,,,9.0,0.0,Khá,Trung bình khá,Trung bình khá,Khá,Khá,Khá,Giỏi,Giỏi,,,Xuất sắc,Kém
2A0595D9XPvAibaEXe/YiexZYoq8n+O9NW7PU1Ee,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CQUI,0,THCS&THPT,Khu vực 3, Tỉnh Tây Ninh,3,ENG01,22.0,,5.81,6.06,6.71,6.79,6.11,6.83,7.02,6.36,7.0,7.52,7.95,7.1,Trung bình,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Khá,Khá,Khá,Khá
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CLC,0,THCS&THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG01,21.0,,7.01,6.4,7.31,7.66,6.72,6.6,8.39,4.06,1.62,0.0,,,Khá,Trung bình khá,Khá,Khá,Trung bình khá,Trung bình khá,Giỏi,Yếu,Kém,Kém,,
B7380E4AXPvAibaEXe/YiexZYoq8n1s2gydCY2+d,1998.0,1.0,2016.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Đắk Nông,3,ENG01,22.5,,6.11,5.32,5.72,6.74,7.0,6.98,7.53,7.65,,,,,Trung bình khá,Trung bình,Trung bình,Trung bình khá,Khá,Trung bình khá,Khá,Khá,,,,
4E6F6B53XPvAibaEXe/YiexZYoq8nzCPwcgxhSoR,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Đồng Nai,3,ENG01,22.5,,6.69,6.96,6.47,6.41,6.18,2.24,5.21,6.59,7.72,7.0,,,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Kém,Trung bình,Trung bình khá,Khá,Khá,,
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CLC,0,THCS&THPT,Khu vực 3, Tỉnh Đồng Nai,3,ENG01,22.25,,5.52,4.82,5.87,6.37,6.91,4.65,5.36,6.73,6.59,4.45,6.19,7.8,Trung bình,Yếu,Trung bình,Trung bình khá,Trung bình khá,Yếu,Trung bình,Trung bình khá,Trung bình khá,Yếu,Trung bình khá,Khá
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,1997.0,1.0,2016.0,-1.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 1, Tỉnh Đắk Nông,4,ENG01,20.5,,5.39,4.09,5.76,5.84,6.73,5.28,2.4,6.51,6.2,0.0,6.91,6.8,Trung bình,Yếu,Trung bình,Trung bình,Trung bình khá,Trung bình,Kém,Trung bình khá,Trung bình khá,Kém,Trung bình khá,Trung bình khá
7F57E0CAXPvAibaEXe9CJmVsz9P34gSFnyCRxpl4,1998.0,1.0,2016.0,0.0,11.0,MTCL2016.1,CLC,0,THCS&THPT,Khu vực 3, Phường An Bình,4,ENGBT,20.25,,3.45,1.91,3.11,0.87,,,,,,,,,Kém,Kém,Kém,Kém,,,,,,,,
55C4950AXPvAibaEXe9CJmVsz9P34pEFprlIxi9u,1998.0,1.0,2016.0,0.0,11.0,KHMT2016.1,CQUI,0,THPT,Khu vực 2, Thành phố Quảng Ngãi,3,ENG01,22.25,,7.23,6.29,7.9,7.41,7.89,7.03,7.88,7.8,,,,,Khá,Trung bình khá,Khá,Khá,Khá,Khá,Khá,Khá,,,,
2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,1997.0,1.0,2016.0,-1.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1, Tỉnh Đắk Lắk,1,ENG01,26.75,,8.46,7.98,8.2,8.05,8.11,7.14,7.0,7.77,,,,,Giỏi,Khá,Giỏi,Giỏi,Giỏi,Khá,Khá,Khá,,,,
10BC2077XPvAibaEXe+JF4o+SEKcGNvyuiGTmxfU,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Tiền Giang,3,ENG01,22.5,,5.16,1.97,6.34,6.39,7.21,7.37,6.96,7.82,,,,,Trung bình,Kém,Trung bình khá,Trung bình khá,Khá,Khá,Trung bình khá,Khá,,,,
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 2, Tỉnh Bình Dương,3,ENG01,21.25,,5.92,3.53,6.11,3.94,1.82,0.13,7.5,6.07,6.13,5.25,5.72,6.09,Trung bình,Kém,Trung bình khá,Kém,Kém,Kém,Khá,Trung bình khá,Trung bình khá,Trung bình,Trung bình,Trung bình khá
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,1998.0,1.0,2016.0,0.0,11.0,PMCL2016.1,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG01,22.0,,7.24,7.18,7.34,7.91,5.32,5.93,,,,,,,Khá,Khá,Khá,Khá,Trung bình,Trung bình,,,,,,
43D5F13BXPvAibaEXe+JF4o+SEKcGJ+PtNJ2F/he,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 2 NT, Tỉnh Long An,4,ENG01,20.75,,5.49,6.47,6.92,7.29,7.73,8.52,7.74,7.67,,,,,Trung bình,Trung bình khá,Trung bình khá,Khá,Khá,Giỏi,Khá,Khá,,,,
94908D99XPvAibaEXe+JF4o+SEKcGO66xrFvn1ci,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG01,20.25,,5.62,5.25,6.83,6.71,6.49,7.35,7.15,7.31,,,,,Trung bình,Trung bình,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Khá,Khá,,,,
ADB95D1BXPvAibaEXe+JF4o+SEKcGDSWthX0QZQy,1998.0,1.0,2016.0,0.0,11.0,KTMT2016,CQUI,0,THPT,Khu vực 2, Tỉnh Tiền Giang,3,ENG01,22.0,,7.23,7.71,8.76,7.71,7.79,8.0,9.39,8.05,,,,,Khá,Khá,Giỏi,Khá,Khá,Giỏi,Xuất sắc,Giỏi,,,,
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0,1998.0,0.0,2016.0,0.0,11.0,HTCL2016.1,CLC,0,THPT,Khu vực 1, Tỉnh Bình Phước,4,ENG01,20.75,,6.13,5.3,6.49,7.51,6.95,6.98,8.11,7.5,,,,,Trung bình khá,Trung bình,Trung bình khá,Khá,Trung bình khá,Trung bình khá,Giỏi,Khá,,,,
3E7D7414XPvAibaEXe9GqQkS1wvjIQ+HucXy+oQw,1998.0,1.0,2016.0,0.0,11.0,PMCL2016.1,CLC,0,THPT,Khu vực 2 NT, Tỉnh Đồng Tháp,3,ENG01,21.0,,3.11,0.19,,,,,,,,,,,Kém,Kém,,,,,,,,,,
7A0295BEXPvAibaEXe9GqQkS1wvjIY8Eyvx1K5/i,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Long An,3,ENG01,22.75,,6.08,6.35,7.39,6.03,6.9,6.58,7.23,0.21,,,,,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Kém,,,,
C4CBD3D0XPvAibaEXe9GqQkS1wvjIfdwTUgYoH3P,1998.0,1.0,2016.0,0.0,11.0,PMCL2016.1,CLC,0,THPT,Khu vực 1, Tỉnh Lâm Đồng,3,ENG02,21.5,,3.82,0.7,,,,,,,,,,,Kém,Kém,,,,,,,,,,
90F47A12XPvAibaEXe9GqQkS1wvjITU0dFA1PexQ,1998.0,1.0,2016.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 1, Tỉnh Bình Phước,3,ENG01,21.0,,5.67,3.09,5.82,4.48,3.4,3.94,,,,,,,Trung bình,Kém,Trung bình,Yếu,Kém,Kém,,,,,,
E02A6A52XPvAibaEXe/cEeFLbzGe/hwNl8VDkNKQ,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,2,ENGBT,23.0,,8.03,6.43,6.86,7.43,6.36,7.85,8.18,6.18,,,,,Giỏi,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Khá,Giỏi,Trung bình khá,,,,
CC2D217FXPvAibaEXe/cEeFLbzGe/s5QKClAH5xl,1997.0,1.0,2016.0,-1.0,11.0,MMTT0001,KSTN,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG01,23.25,,8.2,7.92,8.12,7.29,7.88,8.29,7.82,8.28,,,,,Giỏi,Khá,Giỏi,Khá,Khá,Giỏi,Khá,Giỏi,,,,
591013DCXPvAibaEXe/cEeFLbzGe/gkWD3xIWG3s,1997.0,1.0,2016.0,-1.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENGBT,21.0,,6.55,5.73,5.83,6.72,7.54,6.19,7.65,6.75,,,,,Trung bình khá,Trung bình,Trung bình,Trung bình khá,Khá,Trung bình khá,Khá,Trung bình khá,,,,
E0A5856FXPvAibaEXe/cEeFLbzGe/jly/D0Mp+/C,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1, Tỉnh Bình Thuận,2,ENG01,24.25,,6.51,6.59,7.29,7.09,7.12,7.17,6.66,5.66,,,,,Trung bình khá,Trung bình khá,Khá,Khá,Khá,Khá,Trung bình khá,Trung bình,,,,
8F752AF5XPvAibaEXe9wQ8rkPICemKkORLm0t6hF,1998.0,1.0,2016.0,0.0,11.0,CNTT2016,CQUI,0,THPT,Khu vực 2 NT, Huyện Chợ Mới,2,ENG01,23.25,,8.22,8.08,7.7,8.1,8.56,9.0,8.85,9.1,,,,,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Xuất sắc,Giỏi,Xuất sắc,,,,
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 2, Tỉnh Đồng Nai,3,ENG02,21.0,,6.47,6.56,7.45,7.19,7.68,6.9,7.9,8.5,,,,,Trung bình khá,Trung bình khá,Khá,Khá,Khá,Trung bình khá,Khá,Giỏi,,,,
3C342700XPvAibaEXe9wQ8rkPICemKUxomFBsH4h,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,1,THPT,Khu vực 2, Tỉnh Quảng Bình,1,ENGBT,,,7.85,7.49,7.12,6.62,7.6,8.25,6.66,6.61,,,,,Khá,Khá,Khá,Trung bình khá,Khá,Giỏi,Trung bình khá,Trung bình khá,,,,
972819C7XPvAibaEXe9wQ8rkPICemPv3jFt4txx0,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG01,23.0,,5.81,4.41,7.15,6.51,6.76,6.51,6.55,6.76,,,,,Trung bình,Yếu,Khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,,,,
1E266AAFXPvAibaEXe/waquVAMA8TkogJ5efuX2t,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CQUI,0,THCS&THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG01,22.75,,6.71,3.56,7.49,7.54,6.96,6.42,7.41,7.31,,,,,Trung bình khá,Kém,Khá,Khá,Trung bình khá,Trung bình khá,Khá,Khá,,,,
DB96172AXPvAibaEXe/waquVAMA8TuDef+6Fb/pR,1998.0,1.0,2016.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 2, Tỉnh Đồng Nai,4,ENG01,20.75,,6.87,6.69,7.84,6.73,7.27,6.83,7.95,7.19,,,,,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Khá,Trung bình khá,Khá,Khá,,,,
20D7E56CXPvAibaEXe/waquVAMA8TuGBUB8n1U9w,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,2,ENG01,23.25,,7.57,8.03,8.48,8.43,7.17,7.53,7.95,7.43,,,,,Khá,Giỏi,Giỏi,Giỏi,Khá,Khá,Khá,Khá,,,,
4813A23DXPvAibaEXe/waquVAMA8TuWB0ajB6F8a,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Bình Định,3,ENG01,22.75,,6.87,6.42,6.68,4.75,5.64,6.39,,,,,6.67,2.65,Trung bình khá,Trung bình khá,Trung bình khá,Yếu,Trung bình,Trung bình khá,,,,,Trung bình khá,Kém
3A8DC76BXPvAibaEXe/waquVAMA8Tk6+UT/Qyju7,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Hà Tĩnh,3,ENG01,22.0,,6.84,4.98,8.02,6.36,7.68,7.57,7.79,7.7,,,,,Trung bình khá,Yếu,Giỏi,Trung bình khá,Khá,Khá,Khá,Khá,,,,
CF6241C1XPvAibaEXe/waquVAMA8Too/KBELswxp,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Tuy Phước,3,ENG01,22.0,,7.85,6.49,8.5,8.41,8.22,7.9,8.66,8.5,,,,,Khá,Trung bình khá,Giỏi,Giỏi,Giỏi,Khá,Giỏi,Giỏi,,,,
A0E31B91XPvAibaEXe9IFJLLU9DVVaKpbxrx9JEi,1998.0,1.0,2016.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Nghệ An,2,ENG01,23.25,,6.59,4.89,7.29,6.85,7.52,6.94,7.47,7.03,,,,,Trung bình khá,Yếu,Khá,Trung bình khá,Khá,Trung bình khá,Khá,Khá,,,,
649B938BXPvAibaEXe9IFJLLU9DVVZoHDwmaCg4s,1997.0,1.0,2016.0,-1.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Nghệ An,3,ENGBT,22.75,,6.16,3.45,6.47,6.15,7.16,7.09,5.47,6.89,8.31,4.44,,,Trung bình khá,Kém,Trung bình khá,Trung bình khá,Khá,Khá,Trung bình,Trung bình khá,Giỏi,Yếu,,
7806D9BAXPvAibaEXe9IFJLLU9DVVQ7bFL8KvJIW,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1, Xã Xuân Thạnh,3,ENG01,21.75,,6.24,5.28,6.37,7.62,7.14,8.37,8.69,8.07,,,,,Trung bình khá,Trung bình,Trung bình khá,Khá,Khá,Giỏi,Giỏi,Giỏi,,,,
DFD72534XPvAibaEXe9IFJLLU9DVVYdOLF1fPLe6,1998.0,1.0,2016.0,0.0,11.0,MMTT2016,CQUI,0,THPT,Khu vực 2, Tỉnh Bình Thuận,3,ENG01,21.75,,8.02,7.89,,,,,,,,,,,Giỏi,Khá,,,,,,,,,,
841DAEEEXPvAibaEXe9IFJLLU9DVVSo/AjzcgSIW,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Bình Định,2,ENG01,23.5,,8.01,7.88,8.54,7.13,6.85,7.14,7.66,6.47,,,,,Giỏi,Khá,Giỏi,Khá,Trung bình khá,Khá,Khá,Trung bình khá,,,,
B114F41DXPvAibaEXe9IFJLLU9DVVVLclcXgxioB,1998.0,1.0,2016.0,0.0,11.0,KHMT0001,CQUI,1,THPT,Khu vực 2, Tỉnh Bà Rịa - Vũng Tàu,1,ENG01,,,5.49,4.13,5.95,6.66,5.92,5.47,6.73,7.3,,,,,Trung bình,Yếu,Trung bình,Trung bình khá,Trung bình,Trung bình,Trung bình khá,Khá,,,,
70B995C7XPvAibaEXe9OORQ1xsw6nr2pvDW4NmxY,1998.0,1.0,2016.0,0.0,11.0,MMTT2016,CQUI,0,THPT,Khu vực 2, Huyện Củ Chi,3,ENGBT,22.0,,8.06,8.21,8.4,7.43,8.19,8.71,7.3,7.39,,,,,Giỏi,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Khá,Khá,,,,
8A28E60EXPvAibaEXe9OORQ1xsw6nv5CUStjJAu6,1998.0,1.0,2016.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 2 NT, Tỉnh Hải Dương,4,ENGBT,20.25,,6.39,6.81,6.49,6.8,7.25,7.5,8.5,8.36,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Khá,Giỏi,Giỏi,,,,
CC81CA80XPvAibaEXe9OORQ1xsw6nmPmbrn5VcAQ,1998.0,1.0,2016.0,0.0,11.0,KHMT2016.1,CQUI,0,THPT,Khu vực 3, Thành phố Cần Thơ,3,ENG01,22.75,,8.12,8.42,8.66,7.99,,,,,,,,,Giỏi,Giỏi,Giỏi,Khá,,,,,,,,
95812940XPvAibaEXe9OORQ1xsw6noRj8oxMKORS,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1, Huyện Cẩm Mỹ,2,ENGBT,24.25,,8.35,6.63,7.45,7.78,6.38,7.25,6.46,8.82,,,,,Giỏi,Trung bình khá,Khá,Khá,Trung bình khá,Khá,Trung bình khá,Giỏi,,,,
D4C6B151XPvAibaEXe9OORQ1xsw6njzMKsUwYGIs,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Đắk Lắk,3,ENG01,22.25,,7.35,4.7,6.97,6.97,6.55,6.32,6.59,6.72,,,,,Khá,Yếu,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,,,,
896CE9CAXPvAibaEXe/agc6/owW5CMZVwqpzV2xw,1998.0,1.0,2016.0,0.0,11.0,KHMT2016.1,CQUI,0,THPT,Khu vực 2, Quận Bình Tân,2,ENGBT,23.25,,7.21,7.28,6.97,6.53,7.94,6.07,8.51,8.1,,,,,Khá,Khá,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Giỏi,Giỏi,,,,
CACBD22AXPvAibaEXe/agc6/owW5CA2VUR30Kxql,1998.0,1.0,2016.0,0.0,11.0,HTCL2016.1,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG01,20.5,,6.76,6.69,8.23,8.23,7.41,7.16,8.45,8.89,,,,,Trung bình khá,Trung bình khá,Giỏi,Giỏi,Khá,Khá,Giỏi,Giỏi,,,,
B3F16D5DXPvAibaEXe/agc6/owW5CGwRRuccquwf,1998.0,1.0,2016.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Nghệ An,2,ENGBT,23.75,,7.77,5.83,6.81,6.48,7.78,6.66,7.83,7.8,,,,,Khá,Trung bình,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Khá,Khá,,,,
C2218479XPvAibaEXe/agc6/owW5CH4478G8f1TP,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Khánh Hòa,3,ENGBT,22.0,,6.99,7.72,7.58,7.85,5.84,6.83,5.78,8.05,7.69,5.0,,,Trung bình khá,Khá,Khá,Khá,Trung bình,Trung bình khá,Trung bình,Giỏi,Khá,Trung bình,,
DBE26D99XPvAibaEXe/agc6/owW5CG5kROb/FsH1,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Hà Tĩnh,3,ENG01,22.25,,6.95,5.04,6.98,5.96,6.57,7.36,6.82,7.23,,,,,Trung bình khá,Trung bình,Trung bình khá,Trung bình,Trung bình khá,Khá,Trung bình khá,Khá,,,,
EA6B1CE3XPvAibaEXe/agc6/owW5CCUBcx4z66Gh,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CQUI,0,GDTX,Khu vực 2 NT, Huyện Đất Đỏ,1,ENG01,25.0,,7.69,7.69,8.27,7.29,8.25,7.37,7.42,7.56,4.4,8.14,,,Khá,Khá,Giỏi,Khá,Giỏi,Khá,Khá,Khá,Yếu,Giỏi,,
D15AF9D2XPvAibaEXe/agc6/owW5CCEx4CPDleFb,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Đắk Lắk,3,ENG01,22.25,,6.24,6.41,7.5,6.93,8.35,8.81,8.59,8.04,,,,,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Giỏi,Giỏi,Giỏi,Giỏi,,,,
89D586F5XPvAibaEXe/HQN1XeSL1BEMXBfk6KF/O,1998.0,0.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,2,ENGBT,23.0,,5.24,5.4,5.99,7.35,7.28,6.88,6.98,7.43,,,,,Trung bình,Trung bình,Trung bình,Khá,Khá,Trung bình khá,Trung bình khá,Khá,,,,
359C901EXPvAibaEXe/HQN1XeSL1BLJJHKbqsbhD,1998.0,1.0,2016.0,0.0,11.0,TMĐT2016,CQUI,1,THPT,Khu vực 3, Thành phố Hồ Chí Minh,1,ENG02,,,6.97,6.98,8.34,8.42,7.87,7.84,8.63,8.35,,,,,Trung bình khá,Trung bình khá,Giỏi,Giỏi,Khá,Khá,Giỏi,Giỏi,,,,
A1C2794FXPvAibaEXe/HQN1XeSL1BLvkOiDIGFdf,1998.0,1.0,2016.0,0.0,11.0,HTTT2016,CQUI,0,Chuyên,Khu vực 1, Tỉnh Gia Lai,3,ENG01,22.25,,4.73,3.59,5.43,2.99,2.43,2.76,,,,,,,Yếu,Kém,Trung bình,Kém,Kém,Kém,,,,,,
FED40161XPvAibaEXe/HQN1XeSL1BMtMCujx8fTx,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 1, Xã Phú Bình,2,ENG01,23.25,,6.72,6.86,7.69,8.25,7.32,7.93,6.04,6.65,,,4.6,6.4,Trung bình khá,Trung bình khá,Khá,Giỏi,Khá,Khá,Trung bình khá,Trung bình khá,,,Yếu,Trung bình khá
C663E314XPvAibaEXe/HQN1XeSL1BKv/LohqQ+0J,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Thừa Thiên Huế,2,ENG01,23.0,,6.66,6.86,8.1,6.88,6.06,5.7,6.87,7.35,6.7,7.0,,,Trung bình khá,Trung bình khá,Giỏi,Trung bình khá,Trung bình khá,Trung bình,Trung bình khá,Khá,Trung bình khá,Khá,,
43785D1EXPvAibaEXe/HQN1XeSL1BC0VidWxITbL,1998.0,1.0,2016.0,0.0,11.0,PMCL2016.1,CLC,0,THPT,Khu vực 1, Huyện Lộc Ninh,3,ENG01,21.75,,4.84,0.82,2.74,0.0,,,,,,,,,Yếu,Kém,Kém,Kém,,,,,,,,
7EF6A3EAXPvAibaEXe/HQN1XeSL1BEWlvhARqyCL,1998.0,1.0,2016.0,0.0,11.0,PMCL2016.1,CLC,0,THPT,Khu vực 1, Tỉnh Đắk Lắk,2,ENG02,24.0,,8.81,7.43,8.59,8.21,6.97,8.45,8.15,9.03,,,,,Giỏi,Khá,Giỏi,Giỏi,Trung bình khá,Giỏi,Giỏi,Xuất sắc,,,,
